4276;1014,0.15984,392,0.43334,147,0.7978,128,1.17223,82,1.57421,51,2.00109,28,2.45484,24,2.91388,23,3.37359,20,3.84002,19,4.3076,15,4.78432,10,5.27239,8,5.76601,3,6.27898,2,6.79682,1,7.3191,0,7.84673,4966,8.36903,2450,8.41752,1835,8.50029,945,8.67053,469,8.92179,277,9.23117,257,9.54804,48,9.97971
4838;3371,0.01817,2617,0.05938,2573,0.10257,2303,0.15886,1948,0.2338,418,0.50157,271,0.81275,182,1.15949,73,1.56778,42,2.00457,5,2.50836,4,3.01909,3,3.53216,2,4.05001,1,4.57228,0,5.09992,4966,5.62222,2450,5.67071,1835,5.75348,945,5.92371,469,6.17497,277,6.48435,257,6.80122,48,7.2329,39,7.6734,4844,8.11233,2603,8.15386,2566,8.19731,1588,8.29917,811,8.48781,734,8.68839,507,8.93164,430,9.19559,326,9.48627,180,9.83491
3084;2689,0.03842,2623,0.07934,2195,0.14131,1849,0.22305,1362,0.34663,1258,0.48058,803,0.67049,726,0.87265,636,1.08977,428,1.35427,424,1.6204,60,2.03752,53,2.46179,16,2.93536,7,3.43267,5,3.93681,4,4.44753,3,4.96061,2,5.47846,1,6.00073,0,6.52836,4966,7.05067,2450,7.09916,1835,7.18192,945,7.35216,469,7.60342,277,7.9128,257,8.22967,48,8.66134,39,9.10185,4844,9.54078,2603,9.58231,2566,9.62576,1588,9.72762,811,9.91626
4828;3511,0.01516,1441,0.12965,186,0.47394,149,0.83761,127,1.21244,126,1.588,80,1.9907,45,2.42506,20,2.89144,19,3.35903,15,3.83574,10,4.32382,8,4.81743,3,5.3304,2,5.84825,1,6.37052,0,6.89815,4966,7.42046,2450,7.46895,1835,7.55172,945,7.72195,469,7.97321,277,8.28259,257,8.59946,48,9.03113,39,9.47164,4,9.98208
2649;2277,0.0574,1196,0.19721,418,0.46506,271,0.77623,182,1.12297,73,1.53126,42,1.96805,5,2.47184,4,2.98257,3,3.49564,2,4.01349,1,4.53577,0,5.0634,4966,5.5857,2450,5.63419,1835,5.71696,945,5.88719,469,6.13846,277,6.44783,257,6.7647,48,7.19638,39,7.63689,4844,8.07581,2603,8.11734,2566,8.1608,1588,8.26266,811,8.4513,734,8.65188,507,8.89513,430,9.15907,326,9.44976,180,9.7984
3683;3345,0.01875,2697,0.05669,2397,0.10816,883,0.28643,121,0.66566,79,1.06857,50,1.49645,49,1.92683,48,2.35872,39,2.79923,4,3.30966,3,3.82274,2,4.34059,1,4.86286,0,5.39049,4966,5.9128,2450,5.96129,1835,6.04406,945,6.21429,469,6.46555,277,6.77493,257,7.0918,40,7.53043,35,7.97645,34,8.42316,32,8.87089,10,9.35889,8,9.85251
4532;1896,0.07773,1454,0.1912,1230,0.32778,198,0.66574,51,1.09238,28,1.54613,24,2.00517,23,2.46488,20,2.93131,19,3.3989,15,3.87561,10,4.36369,8,4.8573,3,5.37027,2,5.88812,1,6.41039,0,6.93802,4966,7.46033,2450,7.50882,1835,7.59159,945,7.76182,469,8.01308,277,8.32246,257,8.63933,48,9.071,39,9.51151
310;217,0.33206,148,0.6961,65,1.10963,41,1.54748,26,2.00457,21,2.46934,7,2.96662,5,3.47075,4,3.98148,3,4.49456,2,5.0124,1,5.53468,0,6.06231,4966,6.58461,2450,6.6331,1835,6.71587,945,6.8861,469,7.13737,277,7.44675,257,7.76361,48,8.19529,39,8.6358,4844,9.07473,2603,9.11625,2566,9.15971,1588,9.26157,811,9.45021,734,9.65079,507,9.89404
480;367,0.28037,266,0.59376,160,0.95197,135,1.3225,55,1.74426,49,2.17459,48,2.60648,39,3.04699,4,3.55743,3,4.0705,2,4.58835,1,5.11062,0,5.63825,4966,6.16056,2450,6.20905,1835,6.29182,945,6.46205,469,6.71331,277,7.02269,257,7.33956,40,7.7782,35,8.22422,34,8.67092,32,9.11865,10,9.60665
19;15,3.87561,10,4.36369,8,4.8573,3,5.37027,2,5.88812,1,6.41039,0,6.93802,4966,7.46033,2450,7.50882,1835,7.59159,945,7.76182,469,8.01308,277,8.32246,257,8.63933,48,9.071,39,9.51151
3989;2424,0.04994,1627,0.14901,1182,0.29039,587,0.518,532,0.75524,323,1.04655,264,1.36092,175,1.71188,159,2.07086,122,2.44977,108,2.83788,29,3.29042,21,3.75513,7,4.25241,5,4.75655,4,5.26728,3,5.78035,2,6.2982,1,6.82047,0,7.3481,4966,7.87041,2450,7.9189,1835,8.00167,945,8.1719,469,8.42316,277,8.73254,257,9.04941,48,9.48108,39,9.92159
3601;3529,0.01477,2062,0.08329,801,0.27344,662,0.48678,214,0.8201,118,1.20176,111,1.58832,59,2.00675,22,2.46849,13,2.94834,11,3.4328,9,3.9237,5,4.42781,4,4.93854,3,5.45161,2,5.96946,1,6.49174,0,7.01937,4966,7.54167,2450,7.59016,1835,7.67293,945,7.84316,469,8.09443,277,8.4038,257,8.72067,48,9.15235,39,9.59286
1352;1283,0.13158,525,0.37058,453,0.6264,301,0.92729,170,1.28023,82,1.68216,51,2.10904,28,2.56278,24,3.02183,23,3.48154,20,3.94796,19,4.41555,15,4.89227,10,5.38034,8,5.87396,3,6.38693,2,6.90477,1,7.42705,0,7.95468,4966,8.47698,2450,8.52547,1835,8.60824,945,8.77848,469,9.02974,277,9.33912,257,9.65599
